Check record,Record,Country,State,County,Location,Grid,Trail,Plot,Distance.begining,Side,Transect.length,N.subplots,sampling.protocol,Data(YYYYMMDD),Class,Order,Family,Subfamily,Genus,Taxon,cf,Frequency,LAT,LONG,easting (UTM),northing (UTM),Trophic.group,Observacao.variedade,Observacao,Coletor1,Determinador,Coletor2,Determinador
2005,2005,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,NA,NA,8991071,337699,,,,,,,
2006,2006,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,-9.450219563,-64.36744992,8955078,349875,,,,,,,
2007,2007,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,-8.828978341,-64.07556225,9023885,381719,,,,,,,
2008,2008,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,-8.822764269,-64.08223603,9024570,380983,,,,,,,
2009,2009,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,-9.406126303,-64.41396199,8959933.91,344748.0451,,,,,,,
2010,2010,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,-9.404398646,-64.40504956,8960128.725,345726.225,,,,,,,
2011,2011,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,-9.399178323,-64.37824873,8960718.308,348667.6109,,,,,,,
2012,2012,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,-9.402652773,-64.3961098,8960326.395,346707.0101,,,,,,,
2013,2013,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,1000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,-9.452049407,-64.3850794,8954868,347940,,,,,,,
2014,2014,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,NA,NA,8990336,336964,,,,,,,
2015,2015,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,-9.151854895,-64.50194129,8988015,334967,,,,,,,
2016,2016,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,-9.449099863,-64.35771913,8955206,350943,,,,,,,
2017,2017,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,-9.138288987,-64.4894649,8989521,336332,,,,,,,
2018,2018,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,-9.406126303,-64.41396199,8959933.91,344748.0451,,,,,,,
2019,2019,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,NA,NA,8988753,335582,,,,,,,
2020,2020,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
2021,2021,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,NA,NA,8990336,336964,,,,,,,
2022,2022,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,-9.138288987,-64.4894649,8989521,336332,,,,,,,
2023,2023,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
2024,2024,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,NA,NA,NA,NA,,,,,,,
2025,2025,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,NA,NA,NA,NA,,,,,,,
2026,2026,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,-8.828978341,-64.07556225,9023885,381719,,,,,,,
2027,2027,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,1,NA,NA,8990336,336964,,,,,,,
2028,2028,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_corniger,,1,-8.841261558,-64.0621954,9022531,383193,,,,,,,
2029,2029,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_corniger,,1,-9.402652773,-64.3961098,8960326.395,346707.0101,,,,,,,
2030,2030,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_corniger,,1,-9.402652773,-64.3961098,8960326.395,346707.0101,,,,,,,
2031,2031,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,0,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_corniger,,1,-9.151854895,-64.50194129,8988015,334967,,,,,,,
2032,2032,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Triangularitermes,Triangularitermes_triangulariceps,,1,-8.838231472,-64.06554186,9022865,382824,,,,,,,
2033,2033,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Triangularitermes,Triangularitermes_triangulariceps,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
2034,2034,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Triangularitermes,Triangularitermes_triangulariceps,,1,-8.838231472,-64.06554186,9022865,382824,,,,,,,
2035,2035,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Triangularitermes,Triangularitermes_triangulariceps,,1,NA,NA,8991071,337699,,,,,,,
2036,2036,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Triangularitermes,Triangularitermes_triangulariceps,,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
2037,2037,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_pumilis,,1,-8.817137011,-64.08922953,9025190,380212,,,,,,,
2038,2038,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_pumilis,,1,-9.404398646,-64.40504956,8960128.725,345726.225,,,,,,,
2039,2039,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,0,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_pumilis,,1,-9.453585421,-64.3945205,8954694,346904,,,,,,,
2040,2040,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_pumilis,,1,-9.404398646,-64.40504956,8960128.725,345726.225,,,,,,,
2041,2041,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_pumilis,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
2042,2042,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,1000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._5,,1,NA,NA,8988753,335582,,,,,,,
2043,2043,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,1000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._5,,1,NA,NA,8988753,335582,,,,,,,
2044,2044,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._5,,1,-9.406126303,-64.41396199,8959933.91,344748.0451,,,,,,,
2045,2045,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._5,,1,NA,NA,8990336,336964,,,,,,,
2046,2046,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_callimorphus,,1,-9.450219563,-64.36744992,8955078,349875,,,,,,,
2047,2047,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,0,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_callimorphus,,1,-9.399178323,-64.37824873,8960718.308,348667.6109,,,,,,,
2048,2048,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_callimorphus,,1,-9.450219563,-64.36744992,8955078,349875,,,,,,,
2049,2049,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,1000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_callimorphus,,1,-9.400879785,-64.38710625,8960526.076,347695.1163,,,,,,,
2050,2050,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Microcerotermes,Microcerotermes_sp._2,,1,-9.400879785,-64.38710625,8960526.076,347695.1163,,,,,,,
2051,2051,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,1000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Microcerotermes,Microcerotermes_sp._2,,1,-9.400879785,-64.38710625,8960526.076,347695.1163,,,,,,,
2052,2052,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Microcerotermes,Microcerotermes_sp._2,,1,-9.452049407,-64.3850794,8954868,347940,,,,,,,
2053,2053,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._6,,1,-9.406126303,-64.41396199,8959933.91,344748.0451,,,,,,,
2054,2054,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._6,,1,-9.450219563,-64.36744992,8955078,349875,,,,,,,
2055,2055,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._6,,1,-9.138288987,-64.4894649,8989521,336332,,,,,,,
2056,2056,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,-9.450219563,-64.36744992,8955078,349875,,,,,,,
2057,2057,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,NA,NA,8988753,335582,,,,,,,
2058,2058,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,cf.,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
2059,2059,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_acangussu,cf.,1,-8.841261558,-64.0621954,9022531,383193,,,,,,,
2060,2060,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,0,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_acangussu,cf.,1,-8.841261558,-64.0621954,9022531,383193,,,,,,,
2061,2061,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_peruanus,,1,-9.138288987,-64.4894649,8989521,336332,,,,,,,
2062,2062,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,0,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_peruanus,,1,-8.841261558,-64.0621954,9022531,383193,,,,,,,
2063,2063,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Velocitermes,Velocitermes_sp._3,,1,-9.450219563,-64.36744992,8955078,349875,,,,,,,
2064,2064,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,1000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Velocitermes,Velocitermes_sp._3,,1,NA,NA,8988753,335582,,,,,,,
2065,2065,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Cyranotermes,Cyranotermes_karipuna,,1,-8.838231472,-64.06554186,9022865,382824,,,,,,,
2066,2066,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_sp._2,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
2067,2067,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_sp._2,,1,-8.838231472,-64.06554186,9022865,382824,,,,,,,
2068,2068,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_sp._2,,1,-9.400879785,-64.38710625,8960526.076,347695.1163,,,,,,,
2069,2069,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_gaigei,,1,-9.406126303,-64.41396199,8959933.91,344748.0451,,,,,,,
2070,2070,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_gaigei,,1,NA,NA,8989521,336332,,,,,,,
2071,2071,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Agnathotermes,Agnathotermes_glaber,cf.,1,-8.838231472,-64.06554186,9022865,382824,,,,,,,
2072,2072,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_sp._19,,1,-9.449099863,-64.35771913,8955206,350943,,,,,,,
2073,2073,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,0,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_ephratae,,1,-9.399178323,-64.37824873,8960718.308,348667.6109,,,,,,,
2074,2074,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_macrocephalus,,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
2075,2075,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Subulitermes,Subulitermes_sp._2,,1,-9.454715333,-64.39005345,8954571,347395,,,,,,,
2076,2076,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._7,,1,NA,NA,NA,NA,,,,,,,
2077,2077,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_neotenicus,,1,-9.406126303,-64.41396199,8959933.91,344748.0451,,,,,,,
2078,2078,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Subulitermes,Subulitermes_microsoma,,1,-9.449099863,-64.35771913,8955206,350943,,,,,,,
2079,2079,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Silvestritermes,Silvestritermes_holmgreni,,1,NA,NA,8990336,336964,,,,,,,
2080,2080,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Ereymatermes,Ereymatermes_sp.1,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
2081,2081,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,1000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cornicapritermes,Cornicapritermes_mucronatus,,1,-9.400879785,-64.38710625,8960526.076,347695.1163,,,,,,,
2082,2082,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_sp._3,,1,-9.404398646,-64.40504956,8960128.725,345726.225,,,,,,,
2083,2083,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Silvestritermes,Silvestritermes_sp._1,,1,-8.828978341,-64.07556225,9023885,381719,,,,,,,
2084,2084,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Coatitermes,Coatitermes_sp._2,,1,-9.454715333,-64.39005345,8954571,347395,,,,,,,
2085,2085,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_sp._3,,1,-8.841261558,-64.0621954,9022531,383193,,,,,,,
2086,2086,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_tanygnathus,cf.,1,-8.838231472,-64.06554186,9022865,382824,,,,,,,
2087,2087,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Labiotermes,Labiotermes_pelliceus,,1,-9.453585421,-64.3945205,8954694,346904,,,,,,,
2088,2088,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,0,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Dentispicotermes,Dentispicotermes_sp._2,,1,-8.841261558,-64.0621954,9022531,383193,,,,,,,
2089,2089,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,0,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Cornitermes,Cornitermes_sp._2,,1,-9.399178323,-64.37824873,8960718.308,348667.6109,,,,,,,
2090,2090,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,NA,NA,8991071,337699,,,,,,,
2091,2091,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,-9.138288987,-64.4894649,8989521,336332,,,,,,,
2092,2092,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
2093,2093,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,-8.828978341,-64.07556225,9023885,381719,,,,,,,
2094,2094,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,-9.450219563,-64.36744992,8955078,349875,,,,,,,
2095,2095,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,-8.822764269,-64.08223603,9024570,380983,,,,,,,
2096,2096,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,-8.838231472,-64.06554186,9022865,382824,,,,,,,
2097,2097,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,NA,NA,8989521,336332,,,,,,,
2098,2098,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
2099,2099,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,1000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,-9.14520511,-64.49631769,8988753,335582,,,,,,,
2100,2100,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,NA,NA,8989521,336332,,,,,,,
2101,2101,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,-9.151854895,-64.50194129,8988015,334967,,,,,,,
2102,2102,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._8,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
